id,name,category,description,address,latitude,longitude,operating_hours,price_range,images,reservation_link,rating,review_count,is_active,created_at,updated_at
,부탄츄 신촌점,restaurant,,서울 서대문구 연세로5길 26-9,37.55667929,126.93509628,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",₩₩(보통),"{""/api/photo?ref=ATKogpfO3oFHU6yZklrbWSrGL9sa2rqGZKGcV4Emh8WhN35P3Jr0ZHznEWy5Eau9v5DgzsQoa5Hc9p4-a_yBEsDYFLI7zVlW59j78tgrrv5xNNWqsKZs5T53JyIomCvLDJt3GiAcTM9Zo4lFmjKHz5X1s3AbQolDjGTHU8tq-si8k5amztJTig2ImwirLQDCj814oLDWYt8DYcMaxdagcd6RdyhyCdZeTxKeZZn7_tGqeH2JdzYgJSPnRN9seyOCW8Axy2pHDnvw-iTsinaJ8lUSuFmirOYD2eY6DK3zEvSPElTPrOq3JF2YCaqOf-ELHFi6lT1c2BoOCoAlL6o2nAxUTUkRKroIxABOE4tpWkaiJRJW4VdnVDGuX8HRMUowN9FGcaOMX--ovAlRLJRRQaC1rwl36TZ-Y3W9fiXiUiqTW4hCqg"",""/api/photo?ref=ATKogpc1q-mlzDMwvtNcuauqu7F47nV2ZFcK8FxXPTbj2LBXgwFQrDbeRrbjrV2N20urY44WoZvzd27a3jDvj9CkA0E-wnPqkL_Hltt-qV97GNKaEx4ABeSDvKQyA9qcJmVjWMLB0gCUaUk44d2zNwKQAyWnjx7BYjotZDDOUF1ADekDtb166HXqaKFOszuKqAl7t27pMSUzw6wW53V7CKEYqFc6iFbSM0mPLRnYNFz-_-5AMVHAFBtIYBxq9goX8rFQvjNho-pcnA-8XD-ZGiPIMeRghRLwUwdzf26Y2VqlT-9uDiTqaxr9axjoTJDL2PqY1UjutYZcjNiRhAnRjXgQ7QFWSKEtZEIUpiAYR27ULk9pndexNG3tUxvC4e2V7GlFuwwqzYF5zzWMboz_6JUPHIbg17EIsyQbLkE0IyEq2UMy9g"",""/api/photo?ref=ATKogpcoC3Ge7-ZFjKyv9zicNtTEqvKf-amr1pYGHw6I_3GrlAWXxEoF1upgTsGlk0PC1dWN9C2aXwEo8orRSrlaciwEMsFMyatMEut97qfYwMFC_0By3NHOXQcSxyQfPUrPsEZLlPuMWmEwX-elR1SvNc09oEGnvr5yG7X_9DbQB-3yPPn_xJxkh2sXxdSI8c3DPFnB10LqGEN8bZPtLGItCdveeDzRHgCA_qIm6UDboVhq7E_1mk0Pn_tYYrEcQRzAiQWcx9QrrvV2aV7pVvboiJA5sUl0aLzV9HVxO5sS3G4BdzLkpPXhA1jT4CWgsMpAExng7E7sMIbSn45-1oQuIxp7mZcHMUPOzGpRVvEqT-Yz2cGIykcxOhqgzH2OuLj8UGGUXWfqD9x9HEM02znBE2mywWB-5eto2qqUjmPN-zzQfg""}",http://butanchu.com/,4.2,832,true,,
,가화만사성,restaurant,,서울 서대문구 연세로5가길 1,37.55701500,126.93607835,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",₩₩(보통),"{""/api/photo?ref=ATKogpeE60qOAZfIVdQW4s7bHwsvWXIyKxv7gq684LviPHEtKRok6alufRlaA_GjUNlywxB7NDkGNGaGOE6QXhPPpKC5dBMzsLbP72SpbHQHcFwfgqL-YpYDPLfLr9NtYN-WmSC8xjuAgHo5dv2o-ZDkl0f1zEF84iJD-OP0bYyS2RWMeAMAVj68tGL58cNTwnbXs5JsCzUVfkwcRkLjYSDEBfIjrXDBA2SFEdyBBIIlObgzv7_7-TA7-Fyy9zl--uN6T5fxM11xGKD9GGXD3asE7HlX9Kom-D7uXm-LWosQsZBVNEnouRgn4f29DK9XMXSp8pL_dLs3uDZfRXgol8Mfe-1TPJw-73p9Bg-lb2BIm--kz9KhZYM_EyDB0pgUj5IvrJifWabPvL6AtVVIVNXbbV_OZemfW3HMSaboUuKLYrzTAOTC"",""/api/photo?ref=ATKogpc8pN0_sai0tERQ46xBgryU6CCs5BrTiY_mEhZCTjWnPpZe7_SaXmNwaSLl-K5u07Q-MrCel-4BmRpb0SZIluHu5zxTz3yO6p8YNA8OhPySi3stPriZkR6upxxkTd7ok7WANkzvZ_fbt_ZPT4ePnrI2Hb9eb7tST46QOmCd1e2WvJAOcIsGyLYq3hp64eBa_QPi5Bth2wcnVvsAEz1ABZB8EAsasLLWDwQr41VnPjijMF2D_QrqbeClQn4L4nKUDVZoaqwDTvnKbgTg5LhLtoDabCHZWAo3DOETMss9oc4HfytAV4f7VQheuwo1vg82ud4aXh4xBLRs5oW3zbOF489rq2WcJ-_zbXvHSEAHiM8CSt7_claZ69wpAd6EZLhaV640iwJwWujcKiuySGLuOT7vHm7J3fNe84E2a-f4FuY"",""/api/photo?ref=ATKogpdF_kz5iIWsTsvyfLoia0TAtxJ-GbRKuZvsKhw3vFQqVngl_LBEmAR5cSTi2EcoZmvIzgVw_7sQ9hosEdbbuCEsD3vkfI4fhklGjINdme0tbDRgW_glZ5aO05doKajjpSFr1zIJ16ur3SDuGhOO8_l0IB0tBhOZroZY5b84PDMj0fvDFxdlXEdyEuNSRvmimC5hRksI3LSBxH3AXZOnbOk-Gw1oXGFY5VDrEznMFZQR58gj0gCfG-JSe3W7z8EzRu8XZFNEE6s0hUsrhJAI1KaAcXyPIECz0RNg17F_FyDJtDCNHc-yrHwq5nnkgRk7x1KyW6Muw02IRwonar_12hg7mN1kpa-lN7ioEm2E0fJXYdqcQANURI0203beRw9y-uvS7FYzL84OEFFLvg0aM0sHh198MFeiC23JuqT9LpaHWAcH""}",http://place.map.kakao.com/1536467186,3.7,178,true,,
,보승회관 신촌점,restaurant,,서울 서대문구 연세로5길 26,37.55655697,126.93549476,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",₩₩(보통),"{""/api/photo?ref=ATKogpfFwIhmVXw04Xt8TIxRp7uoRO0SXsiOife6r6ZooTJxWwthVV5v_TrhyHVlXMYl_YMyrpg0vuoHw84lH88Yd3dXsbtxHL8nfcP7g2B1J0pLtpQ4MSmCbjpZfro28-B5wLWS-UacJ7vD-E0fGgqJSELi-Dwpa2b8zwKjAs23S-sXuX_jrpnQOjazsEkQFHfPSKgTTHGdb080C1J1llO57Yr5TlSv1U28vFHIo3NEjcs3c5AIRyasKSCSafu6NJRcxWPeH4B_M0lhPhp_DuOD2ugQrjZXvb0JgGn4-dqdl4NtTVLQ9pbZcnMrGvMNBKqtsNG2aKhMvUWoH4it02RLsDm22UOyf8Io5hRpzRD-EtzC4LvqkXUlsRhN1qYXkfce7gcu2F-Xu04XKJyB6ZuV0UJ1sqmYJDlVDtmJBDGFuw6ZAw"",""/api/photo?ref=ATKogpc-b4PU0XUGrOy_HTVv9x57ZwNgi76thHcUuN7_2qob0QlboQG-8yaUDqH69CN5w-uXlGk2pwEHnEkdcl4-SwN1y0t12Xr900kG3JgymcHOVLCl_o1_dnvv7B-2xRoMPGc8ATo-4HQJdc5PRm-Vuhy40aaKbuBBod5w98S1s6K7P7Zv9igWfM3P9E9ZdVheeNtmCFgvHyxwnUEKkN0GuG6rPeFFTZVF8FzVan5UgCMdL8rQolZ2V6wqWXd2QMh_2u9_nKhl7ID9Ji52hdPAT8Q0YFJ-CyJSNmAHSWP6RtNbZF-x1RiCphdf2zrSIAn5nBtb-zEBmZcoQVtyaj3oCquRWGx9xdpO_L64_DjFl9iDditz8pa0tc5hM50klD2faMuCWYdwpJGEW2SejozpNr3kItnN0Cj2WAS252KLSGhcUIKc"",""/api/photo?ref=ATKogpddT7HHwmAn4x7vcZEjmApBq9EdEWZqi1Dsq1U5dcBB7omEmjYVAnte0yDmIkRAW6YNvOX_WivOrd0CIyNL6IHUaVicVqIeSz0Sq2vku1E7FYyAr-8uiesFLnuV5jk3AFN6fW681nr-7ISpq88p-l645LzLxi-JSvckZPtYCvTf_-Ub46qijMMCC6Xn8C8NaraI17Mpt5Cn4bYtRpGYUBhIRMo7Ems_HmgoNajK8462-jikb8fKx813KVDCf4G24Fyl9TeL-Xc_aqc1E_1RO9aKhh3bBawvydtJbf0wnJAFiCNmir3oChAVk7jS3o0v3uTzcPk_Th-Oc1i1sEVYRkMpOa-wKZ2WMiQmzcYmaGddZDPRbxxYW4DiNkjj0QJuG06SbOieWORPwOZUq4VnFKE2OSj-bu6nMeQnl_KRos6xx1xsTnkXB14Lua8KwhYZ""}",http://place.map.kakao.com/2135513146,3.9,154,true,,
,미도인 신촌점,restaurant,,서울 서대문구 명물길 33,37.55840369,126.93824565,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",,"{""/api/photo?ref=ATKogpekyW56U1bqlY9MVR1gAaMcvzEk_mIJ1mwovXmf4_YesjVIu6yzVTIsZ3GwQN3S9fJ1ekr3Mrlr2pSP613_CIaM0xWljnnz-3VnlJmF6kXOIIMM4ziI0zAc1zmhvrHvdnv7Z6XQvTB-p9dOw7MXRSQyUiMdCS6jGjeJD0_NUxGwKOPGrhN4a087uJU0exH2wYwV9quYzZsepz2sq79y90OQqcNqNiIacDzhajJClCo9ZPqrD94-Nwsns1AERKrSB6rPs4hAyDheklYDxGS7OJ__gMjcxUmv93VwYdZRWkeYtc4zXc2vcQ7D7EUP_rVdNrFHKqnheyeGnAvpteiwC5HVHUntDUK40TMyAnNRPXcA6D9vfQmB9ALUN_kuRATpdbF55KdJwQuRq9sCjtOwLR1K7HO5MoGVMnI_BV8J6m2PzZdH"",""/api/photo?ref=ATKogpcFS8hqARXBqrmwRuvKy_HiJdQzwLOcF-hO_HVcfGmVFfOKjLsNrakFMh1vgczxW4rKKy3dKIoZrFbj4_VtfbTJ-LuaIcXPA8qHi0X1lOXneYR9_5hLliY9zqAEA1nZppmhGzly4Ox3lS6K3QhVR8RZYQkpY1kxB-pnAUYNfhQ0ZRn5u_q5EJMvRrdZL767E830Uxl2_s-C2acMBOuAnl7BpqIAtlQSaOp_rY_LJDGVrgykW85ZY-2r5lUT3sQWdtBwVziySKxs_FgSBFNYOraa8l6VAS-8aDWNyVd6cY7gjixMlqdmyAsgJzQzbuJJNFAOmdBBgA240rG3KBLTxvigs8Y_f-ZnbV3acjLQM-pkoxYkLqRtZyvu6BK6MqyJfr44sWVrLjhQirJxhMHGTVfWNnqeiCPwAsmL8FlJFUWtZLv2"",""/api/photo?ref=ATKogpdwTRiMsdgpl6fjpa1FqAkeMnep8bjSgEuGhdXb2Hb_rHf3lpRdh2FVc3SkeUrpt7qLOv7LdUxSNTr7p4swvIkUExNT-95GlJ-HX3_8177oDiEk6cfNyEqR6OEzAOBSRMMrutj71LY2g9AWdxiCHzXzhiKaC-RyCVSrPsLh3xwI1dpRT7qWVBNQcqtUOLsCybPJi7bfoLe2Vb0o1ppzkQ043YrcBcpMoXbmKvp3MgISoUOL0iMGt8-liE4YYILnbGk_MeAfh58x2eShVeHDwF5WDGb2JpcatqhLmadxEZ6RsV7yZz9OdKg9b1eC82VtX1NANIKNPj2HJNZFkeFwyPA5lLyI--xEsWXfdK48bvyktjSO72sgRP0U_hl6N5qOg7AFYco3gpeY87Cc-W5avKB3fUtdUDQTOARHOGDx08ITQdvQ4m6WQVU7Cr1OfA""}",http://midoin.co.kr/,4.3,90,true,,
,산울림1992,restaurant,,서울 마포구 서강로9길 60,37.55464225,126.93054626,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",₩₩₩(비쌈),"{""/api/photo?ref=ATKogpdH5dU7zqqf27ZgDOM8ate0Uxt7wLY2OKr7SZ9U7zhvUY2YhMmoR9oeviAjWkbRimeuthLe_PZHKKQ7YjoouBtcgXrh2-Tp0rS2dtMW_gODK1DxB_IgUHdkTdZCNuUKh0L2ycZ2oj9WAJC71eMR5c3Fp9wgNSIcpqz3mI9AgbKc4HRi_N0PyUo0GV_UKuMIFFKgbrwCjyIjRGJyiHAcgHeDtQK_QKO-unJxNX7qb7fKcg0Id53B5aFezO9zP57LJ8tXPWdVvgYw4LFaUHfX9I4jsEm-0sD8tt9RYZ3i-lJZcw"",""/api/photo?ref=ATKogpehKccO8O8RnNTwT63hhbpUzGxmzVSCzYdxKWE3DFMaCwE8PmuQto8SNpd3OlleWXG6xbN8w84E4BHXlPKQ7n4aFRUKIXM6eLtuEGV706TOqgKdVeA69rjxVn8PEuZ1MwZuRyL3dXbw-Us_6b_ei1E6cOtqA5nehkzflPB9xQHW4Q44umE8ylkgB-fMgvN_Ebf7dYRKaZTSCDCT38LxfVse3QAzUDyGA-QotosjV4z8E575ukv_E4gr7G12drCDd93RKNh2d7DRn3q6FXPMEkMdwfS0MWGZAKrhcsaZEgqptw"",""/api/photo?ref=ATKogpe6tQQf_BgUZbJHo-uipWVx7J4e5nSVD2OC9i7-qJDfgWU-rm11_n3SWPlsKXJvH1L0uTWfK7-Nssf6BLRDHBoGgVnelcX4GjUDY8PHgcgXMRHo62qZd5wHg2XUybNcOiNoMRDAaMgP-M7uEJw_KrK4hqKK0wtHS1z35gcxSN6vcvW9Fzwnk4OQtz2iio-nf9425Q7RUudJ2bsR1qCR0mrPmvZGcEIdXvkjmol0iA-18dBhxkrtir48TOjsjaOabcW4rbt3GtTdtxkr-ps9fp20jAspSc1AacjQxQerTj0fx4bI4PE-uijjb_6CTdO3ZrT61tSKefVcqoUQRM_BuMSUzZ7Mcvunx10ixGstMxGAEcicAGCQpcx7tTP_5OG-fdRZ8M3GT3llv_22WBlzQWLNiK72ZoY2cfnTTWqQWRiPsg""}",http://place.map.kakao.com/2036183426,4.4,525,true,,
,라구식당,restaurant,,서울 서대문구 연세로 42-24,37.55924712,126.93843510,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",₩₩(보통),"{""/api/photo?ref=ATKogpeJj3ifR1c2XmpSYeLwEXfkbt-LDQHzgR8BJalbFc-UZAuLwj41aVGiQMr5btaWu2_PE_0_tuScOgaaHfhTvcPSq9TYlMMX6NvxB59L4EmSu5ugHswlAV4icgpvr23AqDZBRrQmoJbgoYaX6CUTrOtFwyRPcTSetEjFJeRuSFW_lHxluCJPGI1VFsw_uhfeo513IHFOWAQk7cGULS2HbflsJNm8vnMRBnw4oJ5q0UyZ6vDCmUzujTU-twxHDJ6oN-3VIPoT8CuFDvhbG-lQxo1Vh3UEJSQOPYmhquVeVHVvFHJXLjMNp05tzRGFE-etAsG5viBZu2GqwIFdSuikux2g2z6gtyhm23m9cS5RexdmbYS5Gfk-7bhC-qzcghE19NJkyAoeQz2_fF6CfAGbnAu8LE5z-RrviiELLESNkb6SXMYL"",""/api/photo?ref=ATKogpdaarzx1L3MyVgs0ESK0gCynwq2suCi-kFoq-z6mBv8_GsQuYFFvRnBEYPcCEXW5HeS4CijEw0FM1fGJqm_UFvcd9pLAXkUjSWIDcEUuoTLPaQ0qWntg6qatU1YWMuyWNlnQOg0hg7Nesb7B1iY7js3RMzg0OSVpnt7KRuU8VmtTzxabrJt9JQEZtV7sxbk5rC_W3gYhPBfU8c2YzQZCXOglOFMGVXpz-qKaV3GT9QzTXV1toFpWrSI5d0r7G61Hm3EItdfsByXQ_zekGgo9wtRk0VNHc3rB3OMKYvXga5CxgfZBGJYEBH5N9whlvXIy5AweBgVYDg09A7d1IMzPQRj_zyUBAn8U7w_tq4dwHBF0P4xKcddJArhwB9xB1iBHM9YscCcT7I2GjnCENIDTn-FR3cmjVgXxGgL27JrPi4_a5Z_"",""/api/photo?ref=ATKogpfBYnAKPWJQMscBXlEi6yBVe4DVk4jTXmnRLeyQEh0skBIyM2oksSX4wedRUraVxB1CvF_nK2v5CMdTILIIk5ks4Vtv4gNXr4a6XLo03tmYrUM3_Lc2WE7TjL8OPX0a-BeSMqlttKD6f78OopH7jvkbOpuOWbeZ19NbbgsjNL5saT050yEZBRJmFYbv-w4iWfLlw63zyDTkYhzEQ3Jqj6vpY6A0hl2vOX_T6AiI3NnuMcrqgekyd3bJRauomQz7pK4yP_1yc-BoEEmolV88udpuW0LUFhkoa_7LV7TEgvXYWZ_3E5ZD8e3qfI-eozGmVEyEUDCTwhk-dDZ5us3XDnBQTQOPXF_KYeKq7_USmMI5Ras0YaePV-RlCoTuIKj0BVSRMkMUubkBn1lAQMA1UltovW7krYHBE-ahYHX8NVaq-wM""}",https://instagram.com/ragu_pasta,4.4,520,true,,
,벽제갈비 신촌점,restaurant,,서울 서대문구 명물길 22,37.55782332,126.93800620,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",₩₩₩₩(매우비쌈),"{""/api/photo?ref=ATKogpcowGG6Ac4T2rdlPJAK6f8JMKC7OzJT_HcLBlw3WV5SaIm3MxuEDr0Ld0uCqDYBXMeFn6AkSNRy64y07Y0jArYTAXZildSpda12izUCrVwtgYcgTJ-9mynXBfNUEolfo-vq8iXfNC6jqe70TgqFOwMadmXjGyYUzmMZCMUPL2mLAXCtidxSGtufO1Z4xHQAO02qi7JKpa1QJ_jupVoQN8DkwM9Yotl8Im1xVkicltYab7-jSWFB3R0GuJI9TTdEMi-OjpnpLRd8W0WiXh3moYQs534QrIaXnVTjnyYgHtr44Nzi4CS3g2srpMkxecUPk4olkABAmJu12fmOuAlUJFX2v3HDCcxWyFoeKUNip0FXdGahlVx2MjfPgh7Iuw0gAOrAab0M6weuPMZP-wAG-cD_1MxAI9RDT79_DNPkcCSboA"",""/api/photo?ref=ATKogpdBkVk7nRYb6YVw80nomUVer4urFwxPz0gQZA7d-4GQrlA5abwKh3zqX3i2ZbDtpoxS7f39D26RwUpyy2qNVFoCilIQffLQHTgzKoViLk2cUK2RLYKcPOxWhmE-2cXWu5Njv0JLHepkyw_nh6q5bl89IyPzpxI2i7spxfY8BNKYXVW5aG_DaiZA4cDFuEMQTpObhnz2FAC5eUSD_aMq2i43nuTWvlPedYKmoC1VxJy6FBNe2Fr_tVxc5oxMlVfHFVnXc71RldJ-YnaoEWlh-W14Hl65a8lPbb165zogqpcXpLITIeyJrnpJ1XJRbOsChez1jyYKs_YLOQaAwcZF6PQjKmGkRj3JfpQ-MC1RvpqrrZt6zlJxaNOxCa9Gi6HRuCQ-B0zeGM1-3Q1XlUZmnrllZtOAGDMHspxJx8f6m1XdKQnR"",""/api/photo?ref=ATKogpcSgaeJ5CY3mOsSqDUfIEWtau1LES0h5fGzqQygxwsIki5_QebfPCJK2c5wc7rrNIqOOYnC34rSSki-STmuqmg0hXUxUTUZhEOTPE0F-6FpmbkUHgJZ2bnwQt85wKNznGB9rEJ0JqX4c2IJ3F0K5e37An1O4de3Buti07_N3n6VKOaFuMELZQNzEzSD1WEAr77mgtCQ8lRS14zlt0wFrDGgEA17Gfa42YZpGvirHeds4VF-rBXQUksCDCte-mRsh8GuXtznE5Xv_DYukslYJhYADHVxFq2QTNunMLpaW4i_4qx4c29VDTH9sqiV9rQgj9TAWH76a59wxrQDNIKvPC_-PAE1KbHFZ1KUwix0wK35et7hQd5whtuhkbYz8UYrbYsTreVtIAUSbM3ZKv5FC5BbFk-5JZWRiGahmmXaeEE""}",http://place.map.kakao.com/10386326,3.9,405,true,,
,카라멘야,restaurant,,서울 서대문구 연세로7안길 34-1,37.55822165,126.93483237,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",₩₩(보통),"{""/api/photo?ref=ATKogperVsDAJOFzaxtETWt2-BeFZyxHcBoxq0-9oosc4MWLUftLWjpgloxF-816zTVDHVibqgb_44Sixl_8krZuXZv68-W2XpLAryccAlqObxZPycuXyVxWc_1fWGjCWHW5Na1v7FrFQ-uQ6t6NrMr2pJ3Z7dsWnHRURfuBjtOlyP2Y5uIq4hxpk50nJQJF-KBjpOtpLiRj6JUoZmQ7nGx_cA1KgXlBHKTwmax32Cqlw_Cv4GWmawsdtJX_eZhGT1nQgN_J6wGZNvrjErX04ys-jrBbTv6iBfPB7lNsJFQTFLeT1ummVVgOasbKDNewYos3NiZMcVPAPStTgW2VxXxehT-HSmep6l-Pj_gEuyWMHwFV8QP7zHgrr7xiChTw8rohTx-MpWoB1lEI9b0QlXnxghN1KFquKikJDhMSA7zvkQS2bB6T"",""/api/photo?ref=ATKogpdGxNsY3vzLw85fZG1ohDQX7VGhUvLsODuEi1oL_GmHxGpJxPAygO2PRjbXyKNRRMUkBvv1mxtVx0LBkLATVf9zv8o2EeZGKR4tXKCFKFGaFZmcPctiCy1FPmYmC8UG4V81_nDwOkYjXIO0hWhLM9VJ5qgp9v2gDiVzStp59WoCxAS4dbMue2PHCqdW_R7k4iR-exNW-_XZnlUPs7p3ykgJX_AzpwLeJ1soeOP3qJpxKPWBkV_d7A2GDs_CXHI7OdiLf79XfojjOiSJ6zt1IiYrbYNyxIb036Ytb3v-pJfjcY_mF2rgB7ieAk3Uhc97U5vhuPw92DlK0p5oTrXrnkGJaByUrcYM_fhWcxXOWOs2X1sfuXQIvn-sDV3Sh8uC2N7X3RzHqIRQXrF0KG9mgwKL45TCi7bszYLOE6AQWPTQKA"",""/api/photo?ref=ATKogpcQ-5HVF5GcgYwCaop2z7rwj5POeyEH5KeHJbX3zL_wCDlm5pi6NHJaRE-SFGfrtI0lT1mY7UCOpOUos_0sT3Q_pemRSsSRnLfYoTYHrvGmAKWi6vxBUySPRNeLV_dkJHxOJeZF5H2Kt6H7oGXKFoJPkesAC9HGN9aJ-yZszpMuPvZWqzj-Gi3t_kEvchoCeKJo4XQ2MLLpFQQr7qO3dFTOPVEv5DdBzMW2eaFcqr0xNskzR6Mep2jTW6jk2GtWddm_xrEYav2aTB6S23GtAqJCKAampOyBob0wX-qoMYvkGvyJylpe23i5SznIkc8w-WMeHfDal0-H1Tr7ADAXMLH6zPGVeXaPzmIAMqvZgwj9lvsD0s2UVQltq6eR7vdTfLpmV1F9babgaO8i-YaSC6CbsssBsqXXTGPblIY85khPIezhd4Yomm_wpDzwUyr4""}",http://place.map.kakao.com/1025832828,4.7,893,true,,
,완차이,restaurant,,서울 서대문구 명물길 50-7,37.55871422,126.93939076,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",₩₩(보통),"{""/api/photo?ref=ATKogpf_XhdWPgNJmJV0s5GrjSpqcKrQEkfvV9sfO6WNMVEZq8qC62-GBgecfmFglMAKJyVzjSuk_lASefBgCCvKxAurPajfQZ4E-X1qh-pwBcwvMmiMjXJv0hHy4UeJaTR7YfU9Rr-baATbCnfawobvnf4AtNW_x6xaTfk-PyK6PYQP847Cs7Lkx9Y00IVIna2zIZ9iokD7yYI91mcMB-SPBCABTaoaYESqpTv9K62lrAMUtKXovCFKGhrQIC4s9jH4ILIpJlLSypgK5dRdltKGgjDLVDJJAnm2KwEn-ST-5p6NUPqwuiBcQeZ0ZplCgRS0uxMcUDf4p6C6lCi7aG0l2cjUgh-UMebgdxBTEMy92M8iYQ7yJGAo6bAA6hHUh-UpoWQV09h8T7b59JcKgy32xzHMSSWT9ZOxeelNoQ5VOfOUKD9j"",""/api/photo?ref=ATKogpdrtesiiXUyvy5E_4sZ7DTuVt_rcTWKFQCKikmVWsvZfDkbgCdGdSdi1Q6Ylbn7hAX-6_KNE6LrrH2wMzkdwBQHx0CiJ6DxrJN57mk1uPnn43vZpzs0SCS2e52ZKjF3RI3itIIq9ZJ6yKnlR5WD6qnwhRu-qnBax6ji4WZVZysK-UJL8fPojR0-dJtVZ63h0RLdzV0H29UtsUIz1dPMKyMzzmWs5bvLi8PExbEdtqnk9W-8ppe7GCnNc_mMpPeCuNnjz1OZfmSUDxPSplkVZuyc4xr7RFykzaxs4eBGeVBCxnGSQp-gD3VX2UWwRBxQcY71V5720CgzXJKXZpqd98mGrzdZ0Cj1OWTPG-E0E35eRREs9XnRh3sdQ4nQp3AcDIFf_VNlscpN6DAWEpA2qM2VnoJGhjRUtY8j93L3jWHaRw"",""/api/photo?ref=ATKogpccShi2eL--IX71kuj6jfgGWwiML6Gd_5pkz9f6vTnV_yQuGExlzHuq86-LvPtPIX3laZxJmGGNyoLTyks6iOaIEceBGBiBR-w9T3ZlvNqMhHJ3AgiJL8W-boM_evOIAnqU31yfKUZ6PcgOW2fylRNfTpzyI76skIfFIaVD5-5aLhx4o3wOjJ6Dra03FODQBYW2KzuH8R0WJ67IxVIbRwTxL3GIiR3Y7xKuXipzCD5xxmqimWrlTyz5Yit6jN_3z1BrXZ80vdxABx2GtJJzKQemPHQxkqnl6lEVE2X1HBW0SU0uW1AOXmE80KfpzXapooeWkALz6ejA_f2NULGikxQEea_oUAPNCbYaQ5Ki2735VyTy3UUmF_84QMcfuFo-rkoK8Z-QXv9SG1ofzUmkqNuvDXjZpHfkCV-fZ3EisRIucQ""}",https://naver.me/xoKF4yC8,4.3,471,true,,
,신촌서서갈비,restaurant,,서울 마포구 서강로20길 11,37.55389778,126.93652238,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",,"{""/api/photo?ref=ATKogpdxXGf1gEndFqmBzoVpDCP3dfa-zqI2O7Rb744BN_az6MNOKHOBLHZ1fOPbnaZqTw5cINAI_1o_ZRXVHsl4-qKznfb6HcZRbjUHGRDp8SbWd2TNHCwwdUsBSj1Pr2l9Yvl_HKFV6zYJC1NeykuMxI2hp4K7Q7PpxjtFTTrVRu0DS9gKHeRUEU8Gtvxb8HPq3KSoeu95Eg44MnNLgYvDTDFA1-2ATAAPVhdjb4TXZ4fttnvZRVaGKECHdPIqxeDLtSRZHmjhEDqUr2qQZUI90JwZ7aDylFB5cGPwxICqbRxdFw"",""/api/photo?ref=ATKogpe7dADtw-Mv8yOiYB6Uo_3oztai48OufChF8egxhb3Os72oXOcqFFXUhNXu9ls5gDqvcheMSkZln6jYOsBzPYGjQdzWOLsD4wGorgZYV37DM5Vy1FYdMIN1AK9a00Tk_ir7nGIZrS0nK0EDALvvUaoNr0rVQmfMDxTVZDycIryQBGkcbvJkgtP_MOmYrk7nojZy39hVOnIKMaSA0PK6_yTNc9ORSYUhUQpG98Vy8t67nB3lBYyVCTjCLHLpd6jDKVdMJWwCm4PyVjmms-gH18voxZ7DF3Ac5-ve7H2mNvds1g"",""/api/photo?ref=ATKogpdkmLGzslRc3IVkh09GHny8wdk8YVh8TmK_BJ6VpkaHaRO_XQE9_Qh7a6VwD_Ba6swJU0WX1SVG2S8Bx473fiPJaLKNc0UEruOs-ARC6r3ACfWqbQBA23y8NIWJG6k489vEVUCMQNo84qQJPas8MEh-xvqCIwYrfuRpDFSOg0dbyK1egXShfFPBWa_-eR0anidK2wDfXjX6cqm-MBqUqiwte0r6N1azjRUkflICV2Ysr3DSJz-ChuwcpL17N1LHu-Jx_6ufRvEVjZsNRkCRAcEMoKll5HbjlpvMyFNXOxztHQ""}",http://place.map.kakao.com/7974203,4.1,187,true,,
