id,name,category,description,address,latitude,longitude,operating_hours,price_range,images,reservation_link,rating,review_count,is_active,created_at,updated_at
,타코벨 신촌점,restaurant,,서울 서대문구 연세로 26-1,37.55797961,126.93709612,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",,"{""/api/photo?ref=ATKogpfA3eGucsluQz2GFNb0c1nYMrdVCgiuJzerI6ASfff6D5YEPUwiN3evAkVdvxFhPf7NwP2wGLysl5rVYwlLUyn1pUlZi7xPHkFmb0QDCuOetcgC8hLWOBwvjaheDDPWywUb-v6uPttgd9a2eu_4S5Zza5xdEVNJTBVTYK73gudEKA6xooS4hrYvKGNcZrqKueF5YDOgnSEB2_1V8tVODRHdPVNEvTovBD52cYNzISSDfCIX6fO71zQlIiojerDDG9Tf3d31iPxAd6xFaI-LUlYMGucNtnmrAnavJMY0jeLpcC_6B3dUKNuulzNEtrKQ3NOJFaMcMkBShl19u6BAFbVyr_x8wXetRKQeC-4EJbSFBNylVuFu3hQGYxng5ERhGa14ezz0kwcWhThuJ84Y2zGYmvNDAwtjxmUGvN_K3MYlkg"",""/api/photo?ref=ATKogpcPTxICuuxUnB2BKlsik2XQ9OeMhBxivmaUwEgTiDgNCCu-Lq1KzzeUqR9YYRnKlh_9pV_gno25XSGsjjOPn_A-JzowH-Xn6v9Upjl9RIcCmApg-RQApD0eQGMRc4hLaYm1Q6PLDgb0Dq1AO6MpIieXWhmgBQwqQMbmYLCyj4xIZ9im0eIamJufsETgfv7bSMEvg1dkotMjOgc19SgdiqZWfcbZ70SsEdzeIEpZ8Mj83St54EuDz-QjOX1Hpy5uRw9QiFW0AWyUwY-V2Ms6e10BoxyNuthJYarN0r32RPc3G7mOz7Htc_4YXl6RGrFnrXLBhCj7NFdOcEbkBCZv3LarSufIB1TBzWJihnwAAIfHkNbtVSi0gBAAvAOsW4iA61NAVkvRP1pQSpdaQiEMMEj8evfYBsErE6e8uurVWqTkWOZW"",""/api/photo?ref=ATKogpeetjuGlCKRDDnbcy2f7V2V48ULF2Vrp1EBzXHsSeEv-656WJLznEcr-C5y9epRaiah9fvhrEV7wePgqWIcK_1UmAQ1MqZm0VTU__QYBrJW63Qv72mPcYTxWc9lkqcoMj5o9J6Z094nuW7ecI_pQC2l2Dg6U1IbzRFuISAlx2C5KipPftjRmfofsvj9iJYYADQFqFm3VrxK_C3LSxgwf36nfu8kLobVN1F2qSgFTAluuqY3z5G_mBQN7VEWKMUamz0UtjLxtcHrKkufcDuerW1SbrjxFSZpxF3THnNRUAC_eE3O9niQO1Ny5c7J_73ICMr_G7Bk3vvqwR0bFf_dVQJVfDt48qWzzVE7de8NVEzMOSc6bIP9tXMfoW5qM1R8fKswLqi3cdi8hM-T3ZWLH4tQpn7ZhPHjzQLhTl0OdZVBl7Gx""}",http://koreatacobell.com/,3.9,648,true,,
,소신이쏘,restaurant,,서울 서대문구 연세로5가길 19,37.55720932,126.93554852,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",₩₩(보통),"{""/api/photo?ref=ATKogpeicKaiQ4xiMtH_8iRGYaRqiVH8zBwvRSVQfFUPy0vpz76ucSS42x7nX3jePeLEggDnw1Pdi4D7UEEEi8bI3J-nl5ZS4Wr6SUhQupgi6IZaDW1WhsoJYBtLIf2r8ybADquhzUd80EhHktklNvvCv9ddJI3YjhIInAJgl0d3OBvrz1UvQvNj5IhhZj8ueRpg-4b_X6_u4KvA1eQP5nUL_WNqeufAaicpEH93Lgqs8UrxTi0nCsdSu7uCMQaVNBL_HRgtijYaO--KtTZViRwLfbAU1j9ILiWPIQEPN2K4AI3uJ88HbcDub2ouMcAjZEvoOBm6azzDL_QXB2_V5wwCsjl4_lfV8hnG2nWxrAUa62dKkKJZpZ8OwJescBg8lXQkvjOK6g5hmxQQDq7mlt9T976WCSMANuB3Wp6mgNf_D7-DWskn"",""/api/photo?ref=ATKogpc4ObaqhdVKTb23KUdtfTX84Joo_Ws7vTrk3ODtdhJQpEC9RS6QW7sXnXTJqyGZEsZvVZMlz2frfygIXdpBF88q8lnt_LOahT7Arkw8x35F9n4rYst7vaBc0PthwukxjfH5gl_QeZrc45yPDOBZDF2R3xONSgO6UOiDbWcWxdHIp5t-LhauYa5NZdZZSDT5nvnvSB_-Uwv45WDGpxG16qjggLvz-p5uqPkUeCqVYvEjGgbDj-kjHm8dHsnGL9M0fTo3dTwr0ghzrKrncmKP-xA0w3gUDTgZ8qBI8IsvTfmitCnTvZH2bRKMO_QrguT9yULXz6k2wiWwndwRY6SKERu5jJ681xpZq6csmYN2-6gnPs58Tn4ZtPnHLoEaTyQp0jLj5ovWIXgMCa0N1t2-A1A-qay1Z0FMSTWe5DNYmouL615x"",""/api/photo?ref=ATKogpdW4IJiZSXfvf_pGaxm7hpL8f5Ly6lLPETSRu7B8ps9oIM2zDI7s39v6nl1sHtvRz86lKXuLfnvzwbYOFKCEPA0G9yyreHflO9joqpmf89HdfMTFmkh2ZOEIfq4HCjcg4nEy7YsOj3gC1q_z7Ak5DC2QT9B-nTDpk2sDo8Hm35kviqknvLtWaP9LPy_ljxvIxZdMJO60oZAvlw9S24wSU828eAov6GIA3H6U4cbSj42accWVNkb0GDPNlhnKYPhDM7FrVL9t-z726ANdJ8dl1qIm-enhIAg6L_GabNc46ZCrmK3xXFsHrmQ8LpCJ_7dWqbXMLfd4PwGvEEtmNSyXfxusbjLJb-uJEjzWE13zoctGhM3PSvsx-NffA1h4mMtLnz5u2Eh9jnzAk2Ec0x2o0JXoROEbzP3qrfvM2qtp0FmJug""}",http://www.facebook.com/sosinesso,4.3,439,true,,
,신촌고기창고,restaurant,,서울 서대문구 연세로7길 34-4,37.55786498,126.93505451,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",,"{""/api/photo?ref=ATKogpd-B2EVHXjlwekMCfDZp7pkxGGkKNYQIxuTmXm8XTSwzBwRbTwzWSpbr2FKoWykiFn_62M-mhbH0QM-fNvPjGTa5f6vcZxQYzGKDRp558wzGn8YvagqM4kUcb7gpqxXqX2nDkb7fTRyIgsnf9auF2rK0hyft2_En6YT6TfcSmNBsxHxnw-OPCQgwZTXcl_EItm07BkFnlx3RRSYYaBvxvqZEWbv2I5ORxKaT8Hu435h3A_B2Pyo8M019CyWV8OY5aTtgBnBqtqZjoohR052dtUsXExZq4wLqWQOispO11koqQ"",""/api/photo?ref=ATKogpeVtOQfnN1Xuph9sy9rfWUdk2JUnD8-zW3b6VIehjqcvOr9isQDPic1qngX8Ruri6R7HsACMiS741qoqVsihWJ90buueazoAuLiWt4Xt17T4XcZWST5_g55vwrTPVe1SXqdAMNiYNYfj4Kbf-uq-A8zsdhA6ll2rA-VXMlUuteS7XtSweKTmcC3g8Zj1dNLniS_NxqzsVbn3EuuoDQolxjwTJdsk8gpL2UOEm5M_r5w5oeo2xHinZAv9PeKS0r0CQYzgRukUGC0f0Tg5BjQ33oZVLuujjC78PtoEklC8wK4sg"",""/api/photo?ref=ATKogpcC3VddzTyknPvu7L3g1Qii-IEFNgJ6H_S7Is8u3K0lx49A9ElLvuvcPTZxRiSntO8lCxNrMky4zQm6mvBngsERrmy7fSXQjtItwkczeyhY9BywnZkTnvXqpBJSgbP-Ihgip9daVkq36tXd3fK2zqwHmg5raCrc7bE0hly5qOa3SpW8xZ4pdG3bv_MZb32bE3iGOdnYxPnW7O-gXllcffCmw0DA4jqZpIdQ25fkMQdba8GYy9UZRQLbrv5KIKlpcs0xald2btea3c8KdHw9eD7jjM2QTgNrjhPPOFqiPxuMGYQTFPIQW_3J-bw6bWYHgKe2AR8fjxOeiVwRnssVNQ2TDKvnrKixJ7jmoNPVm6GdskMvH6nPcRw_bnLA4lvF-yqoIrYRTfc6jeovzxO-IJMVmRI3mp113pZ6Xqi-8OVPHYJZNZodFzYfZqlmAw""}",https://sinchongogichango.modoo.at/,3.9,14,true,,
,유닭스토리 닭한마리 신촌점,restaurant,,서울 서대문구 연세로4길 7,37.55707876,126.93736850,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",₩₩(보통),"{""/api/photo?ref=ATKogpelPVW-pELbbAbWs6v2U7jOtGmFvYuPEH9s-wXPT1hkHro1G5QSeQw_dz07ldS7gEfSWZYLg6vgPOG7Q8v5fjQR_ZRFjkEoZBsRBisudbtP-zfu2L1rNfwGd7WDgeG79dUT1Hpoq_HCAT50h4nWd0-nh315I8iqcYZ83r-jtV4JO809QcCDVcPOt5lO0O10Vd49Ruh36PCqePVcahDQEtUmlFmnwHBSxek72RnDt5AFhwvILIk0hUs2_RHKo4qc_Ux5zD1dSKnvP00UAip8xIHK72UnjAwq0TYIQhHbXR5YyA"",""/api/photo?ref=ATKogpdMzXzZFkwMg9Q2wuVRhE3N0sGWCQX8f26FSoB8vkKu050dFrhKn5j12r24CuyTyVoz9Pyqp1hVhcQMc9XHcVaG70mKBX9DHZwAI-lSklOmU4X9rrZBi470yRmP_HdnwYmJmb15TqyIQMeYOTj4Enm9_GdioBMMzEEmWnzKBGcvCE0T9BZdO3cf2pyXEqtPIdaJ9ClwogGH0NdnyWECb6QD3hmv6qYOzYgWhJkEXj9oyc-Cf3PTMsNs1Myjvb8hD_f7X-7uTGNRhWDZEVglPHAp_iI9EkiCTKYsd7pe9KLeAQ"",""/api/photo?ref=ATKogpctH7vNY5lS971XnrPOaODy03cYxHpgB1FLm9ct12SGbGhk7qxaGl0CRL9stnwhvSEs1pRTGbHjQZpTOR7qEKUFLJ2NN5UkLxd43t35yBLq2LbYZaHPG_KllJWA2H88bVRgdWQMSopKf2Ys5WMYy4pHMdvh9lhgKwnPE_nw-YqN7ia_btVG9r52FRZPnu_J2hZX_ZpNyznmsmoL6k4WszV0rKyi3Y5obYKfQBTeo5xtH4bR5TAvaspI7e_k_QDXmvN8HOJU0GStFImAMQAbTok78dHIKXfIZvl7UJbc3DiMkccn60wNJTFkvY5i5YooCxqN4x_rnrLD82vFjgBW7W10vE9s0jAzOE__1tyx_UKUbzo2Mlb5xde6f8H17hE1eSOSg9v8NuOnv2Tad49GACMKW8ZavmIXmRBd4jZK4BWRSCHV9Z-vhdS64G2_tAqr""}",https://m.place.naver.com/restaurant/13440707?entry=plt,4.6,690,true,,
,더도이축산직영점 신촌본점,restaurant,,서울 서대문구 연세로7길 24,37.55774445,126.93542130,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",,"{""/api/photo?ref=ATKogpdHIt3HnyNOOgl9DVoYz6XjyABVWHqst452gvL0lX6PuP7ijR6Tfb44yQasE7tVlfaZ2YVNQjUsPmo7RYXZHpovGWJwQv1yRu2fkuutOJ1JFXhVCi2oEVQto0XTstLZ2LVNpkbWE2Y4qAaLepx9l1IHBIU42QBN5F2YlY9i5kHM3l2MVZZSNaW6usDkj8cW-Uo8pW1Xs-RFuU_T5F0FRQjeAMDMmzwMjU1or_13jEDewfOcYH83I-RbCiJf7TsWSXW48Mo-k1DStRit7ko7rSBdGQIJJNCaKV0CBTDvwmXxfZIFIW1t9x-65acUphCnNcYOUXJpyMYxoAlOQ38iOhw9iwj5J12dQQfRHFXj-sroSeUI7vuBJMoH6chw4RLZMuYtcyILXpT6-Y23KhmUPElb1KDdoNQMqGuOub8AkCM"",""/api/photo?ref=ATKogpf-pwKnh4nWxiuPXwo3Nk6nXeswj36EbDk_sotFdyk5aiNRsg2OZwRXkzgmnWE_TWOv4dVbqgoaDSPFsUHOdIjufkpomEkDAsg9A_4DgRCNS7J7yrAOGj0vk8BFSkiiEYLOytqjuBwT0a6VH1SzcNYeiZllyAG6N_0NCL0cbXP6vnFsX8VukLcQg4cRpViVvk3tikIV3JTk2-qFjdXMiGCGtL7Y0S0gSsgoLgy1T32pZgcPlrjDZZLCnKbM88wACJ1kQSPhHjRebJMOdgMqLi_cIYglIRehhKrXqTGL1I_AEaPj6w8AnnIUPoE1oL_zP-6NHpEmsFfhzquZzEY7uHzrIOK_RhmXj2zGD7v89wyfZ30HMtgQAPLsrfb4QcsgmEPgsuxl7lXbX3OsiVowEy51IIyile16UN3P2p4DpuX-qQ"",""/api/photo?ref=ATKogpeGXKhMfMoN30-8J_6GVDlfIzsbwSUwOt_UK8o-nER0GV-IpuBBBXZllDfxaQCbIbb-4zIePxRUduB3WHdvbbnOUDIIznJIpMcU76Fw4WWBZJUADVb6jSFPt9KST-TsmHWhw06un_D57ckrEAKRol7eJPzmLXT_aT6OEoWKwp42YdcgACo7POGTCHSQJ-lGf3bWPTCe84vJ_EjESe9-_Ws0qWdEjsiJMEv924Uujks6oEgRMSs5sIPgXInlHs5983j8V7O8kl07VA22Os96i8XzwpMMxzCyMDayPS16GxhLtc5XvArLpHl3CXuCUDIph0jL7t-EujnIQV6kahMb-qUGu594ObII7An04URrio-mQEB4gfWvFFkE116JPTV8WrZ28F0aYloE-U_X5fM7O50g1_JPNvU4CHrA724Hq6mjC0sABX8VooV14_ZheaNn""}",http://place.map.kakao.com/1473260841,4.5,81,true,,
,하이디라오 홍대지점,restaurant,,서울 마포구 양화로 176,37.55719213,126.92476060,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",₩₩₩(비쌈),"{""/api/photo?ref=ATKogpeN5_uKPQYPO6xdg_GG3AOqn3u2zFG5vYdXjwwipFd9jaulD6B4i2IVNOc-h7j0xAxVb7lVHXlIYeUXvgxbEda7oqbedmds2_yIhmFAvyfhgneYStOaRGzXOoWqOXOvwYhuQs8ftA3oO6x6eUwBGDlUwj-crNqgcIU8X5lcx2L_zfXzHMhyNwb6DIbvQpJo9LekORtMz5oxkiEM0P1O-i4ZBoucXiL63huWtvgQJH4PVfVeIKTi9zh7acK764BRVxC-OXOwTAH0vnY62qORKaANa3QXkXVKTuPgrdPWbW0ziDhbM-AxYPxrlpqWew6cr_DlYDTZt5Obnr3kCX5FGGU1nmkph9bCo9ufhlD7P8hE2f9kiypAGHVMLZFGdZMb3HGcpLpnn2q8M4-XHum0ZmlxnfYLSDV_4owtUCJw4SBqAPI"",""/api/photo?ref=ATKogpdqubRoV8-ruzev4-WK_QaqN9rkBOtldmQr-wlvypafT4MjU4swWeReQ1chM9NvcLn_V7dmL6lyRXhZVSuHWLtrcav_-5y5Tpo1XVKBA4F1q_USoHnHXBqEAYihDjzJbjB_2Vvq9uz9u9qE5HZdVOfa5dNJZeokRa058ezn1p2P9fXcnhZ4sPeYnL_DHEtC3aPEMwDSydSk3Yn33H6GgT9UqbKtYzNt6f_gUl57JHKw9jk4pXVv-Me-aeNTqWsRlTfFQydVM3nk-Wv_YZexSghVfyngNd7A38p3xjXXFyhaSL0SP4p3XpKxWSpgiBNTTWYHt03XfEOpfQyBdpqerLAQsOK6NMHuxpp2v97uMxZXJwFMQemNWUZKWhvoD-H-JBf_OyyMjtH04miYCtM3AqGvDewNobGS2tceazDgsVEDcQ"",""/api/photo?ref=ATKogpdz7joa0BF815qUy65zdxUZHbGEZJJ4IHa8xDFmULv-C2khlXdRBogI9dR0L9XWGT9LZOSfOJaWNOW5aH6zIZ46EHo1qv0yu6CiYWmndvVcdlvC1dTcG_fSoKPSXuZTa1vn7LNLNmL7KnZno02kEXh3WEV4ex1vUUrIi40rlicUnnGo4dxfVMUB2kEvqVDxEsHsHj4kJMbh9lO_DceTIGNw4C-eI_qG3LD65hQr3oz4tLvc5fCzIdMDnYNuwoF3SJrYnv8FPvH6LaEgpggDjzchLpTFASje5E5wknIpLSHsXpCr7LK6bVsUWm-58Peo69wddc4PtvEKPooyxxpMxidhwY2_JOjQE0fVVOdkc7niC5iwoYO62MSvI_Buw75XH-dg_RzVhk-iMX4lgla0CYy38hFT33sA_cyM3JpIofP-13Kn9wmlyJT921hXJQ""}",https://www.facebook.com/HaidilaoKorea,4.2,714,true,,
,현명식탁,restaurant,,서울 서대문구 명물길 32,37.55803979,126.93844514,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",,"{""/api/photo?ref=ATKogpe93INV1dpiIYKfSGIjJf3QufUsPVbVOff_8x8qIp5rQiv_4gPc6rcDT2goaQj6dMOGjIuOZdA9b4Adb4qdiDuhMKabZo_IykcM5Ro3HNvk4OHbxZGYo_y9mqvQm8IAwVWCFmpCa0lhDPSfW9RGxflCEV_x9n3Z6F3VMoYwv-yRVEkqXAv0U0j5RKenUmtV7hE2o50_saGE1R2OCeX8y6HTiRzrZ2SRKR6lH_nYAgXHjm8-Ewbmk-FfdY6maF4gSm_xQgdRi5IZbemjH4wSLrCPt1230Dh0st_Om6PmHMLvv89r3o7-dGrC8_4ZCpoAxwUj6alvhftv7agoWJaaUOLMFwVoL7TLBY92mQd2UVP8KG8H5KUKmCVoqYnEQ-dsrWb4VBd09wDlzcKdAGaFWCfY4mgHEV3M0l96-hQOpl3yoQ"",""/api/photo?ref=ATKogpcOm3afThZhaCiaA3WI7jz4-PxL0Gv7u9nHtWm8iRCZsexherXtloziMNoTu6YygW6lfKz1iuPTXay-ErxaOleWKHvlK8YhYC86Po72jcYI7xmCCv7Iqewg1Z0oRBiDIQFyKzKhl1h3e5Q9ajILDUEUf3r59GQ1RYmh_a40lh0cbJBSgXLhT7Lzb-o-_BmKhtE7VLRp8LgFfKUyv8bbN6mYtfNweerUF7OBibg1z3DbqI0Ay1HbvAvgfXWhNx8uHoyw381Km7X93BVkpZ4iCIU0s5m4_bAKutZbCZe_CYsAWZ_dUtfR_ToHL3lDZObIV2c3Mj2KW2FQE6WcS6n6lq4zST7X2kMutjd0unIAyVaHXJANtnXabDkc-sLFtEoKh-xvJtZuv8R-hFC9Y2MxUX_IKPFuTYowHcTXeAva2OTIYw"",""/api/photo?ref=ATKogpchmS5qBz3Ln5-mcFRV2ndwJw6y19V2_ByoTbBLIJDnbpciTkXd-46ZKK5OaG_uzFp2HGwIRWnsQ9izLdc1x77u1-nZopSKaHKgCcI1l43Uu5ioGkjNq4V0Ui_3pqCDgeNIG-hg8FglKMSqDjx90ifaLdmMrgxxS0BOFjrIj3Q6Ez5P32wrDFduqhnA6o8m4p7yrY56YQNUE92scFD--jBNCWXwe4n2EKuQ9qm-0UeZbsuE2XRwd8rq3wA965g-xdjgkfbpKFvDMFA6s9oSlXfk2NH7Xgs3Qjzuu-5PW0uUN9qSAjG_GA2-HU14iZ7z9CTHfDF_Dxsjv8fxAoF-vfQjFQFDstfw4-VJEddkBTpn2M-5iIKkPetTuRoyyNPQShN13PCiFcio3DEc6Cwd4X-7JUrmzZDlfXoWwSo3Xq46zMKq""}",http://place.map.kakao.com/1227036908,3.9,37,true,,
,김진환제과점,restaurant,,서울 마포구 와우산로32길 41,37.55482360,126.93253793,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",₩₩(보통),"{""/api/photo?ref=ATKogpcOKb0XYSuD92E8uXaLl0zXVVU2IGASu1AZtr8me4D0egcYq44FIBbhKu1Svza9S8wXQ04RpizvzS10Ljq_r-tzXqyFLAXO_2WKyTDyDp-7qcocHaW2UiG5_zI0bglo_X2aC91EdsDfM6nHQGaMkgmblgKKAWbcdacKplxfETfZmWZEtwv9TtpQItPGbdSQOTfcnZ0I2urnFDcz8cZNRwWVwVKXIkOYM3irFlySbsqYTWTJVMrSnGQFnb9WkYtNuUgSFlY4bFsSA_rDNFibNxcqFzG_K2c2ll3CwLNhMo46ufgOn417MF0KG2OQjVr-mL3Y2sv4s-M-xyQ6URZeUV4_lHNXPiQvm-lSlg7uBh4U_4nuwNRHkd2hRMdSEySYm95zysmeK2hhBSq4-w4L334hLGK15YGnep8DNcHsUb7BFcQ"",""/api/photo?ref=ATKogpeI-gzVdBGzACMmoNyLFYOu82Fso0qRqZpy8HBwBAXzNacfVglnhCmC2EWLz3EwjoIfI3qXBRtlgz8ra8GJPp_XL_hxuh_K4K5E49QPJEr0YgABWI-EE4NLTFuTstNdHY4b1p9IFYROULTjLy4VqqwxfzPyMSXFzIhF9jDwxszLM8PdTgHQL2avraHkm85Xe-Wxnbw7QDLNylIMrZAaZdH5vDS1vrtUGaUL3ulfr4xwBIw37o533PQ6XqmNMEPY81U4tfUfpIH3gg812WndMgUOerdUGA-sLXenfCbFLE-3kJYIiDuztA4Oaz9k_U1NNQwso028OkY9vx4fTtkJfu6vm5IkdObcJREjNgWt-6_3UHYHMZ1FIsb67nfgjxBJUrdt6ncuXnb4b3R1fgtFUDqY7S-FcM1fpCuJ1Q3qJic"",""/api/photo?ref=ATKogpdzS1Bj5VyVJjLcZp44UtIIM7U9PskFxFrrZjag-bykTtHkof-ay4_OgX7n9laFbwtH6E6W9dc_TEk9tDytwMeW4zxDs_bs61dPjGrewdCroVowPXIaVASYHQtmnTrJv8mUFee93VBf-Kraoi1rVYJf7wWIsBi8X4AvdtLRhXef84U4qyGLrUr3WurRqI9iUOKm0yfOs3C1_s1aPqJdlrLfnLEJGoJklnvvvWfYsAupErZPxe9yLejxXzdlQEqdQXNAVrf6xJAjOxj5vYGIab1NcedhdZeLSHHuV1SiwK7K4ayYFqEdqhaJlsn8NDtzAnoQ0oiNpuRDZ8D0A-MOfA__AMIHmpWEUeiU0NRDwUABiFRaTDmKW7IQs6oiba2-a7OgVPBCTa8LObEejJeFWbkpQ_kDOzrpFSh7XF4vxY7sxjXw""}",http://place.map.kakao.com/11831384,4.4,151,true,,
,술익는마을,restaurant,,서울 서대문구 연세로7길 22,37.55779227,126.93555481,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",,"{""/api/photo?ref=ATKogperXjqOzBhsBtWlMkcA7J2vpinbLvuvF7g0NbkaDoYmEgi_kdqaZ3terhM_Kotd46O6poBUwqxTyNSNNHitBZFqpiD8keiUbm1P_NEJw8kT5WQcAyoRu8wjmBK64d8OfzhvaFMBkUMR3gY0t9JxETvzk3peZSduPLUuAAkbWzVpnJ9LiXG5p0JuE-t_8Z0yLRKS6GDqAWVcScYjL5Wyt7vnLULTJiFdHvoYE3y5uRO2w2tLRI0D5iWc5eNRgTWaRye_59UENAtzaVzWXhzcsRJ_DqRoyT01ukvVvnWZ-hhuggnz_9F4w7noxpyC6GEL-MNQsUdN0kb9jLcR3evN4OKEZDQE9JeLEAT4dnvA_BmsqZy3RGcaGegd6as8bIjq6oltS1q9wyUklR7QizOTShwDU6LvlMAlby1WWPv87Lt0Zw"",""/api/photo?ref=ATKogpcxbvfN0PyNIRLdQo1fj1ahKZYijpFFR9XYV1jlR6NjZ3N3eamN31Oq0x6lWhi--W1Nz7J2E4W5cs6PU_Deazq-CwfoHTCE3W0_BdzZ_5l39KAA3fhC3mLiU_aPdHHnuwAJ8JcT4y7LFlQyyHEx--Qn-zeqSlKtxA_zeiQJMer3grlnMqDB04q981e-QSRFNUKv0VOTiD9i4PzfypGRkZ3kscAyyLXhPe_Z-2SPaEZTVYGU02ZbmPPRatrpC1jSUL8ByrtK5ftbXHu6VM9ES0CjwfQentEt1jq4EVnMGLOJCDUdpR7dCuhJqdTjbxRaEvFVof1HQHABp8YAEouywBx4yGYTZ-MJEsrTJEHjDpeVrJFDKlH-aCVco7ZQ9zL_lcgcy9HsBYw8mfPsLWpESIHA9UYd8YyaQwlCn7rQUIY"",""/api/photo?ref=ATKogpf8nHyd5X7wtpNF6_BOw-x4mm4Fwxst_04INlCbY_eHZZl5lddC6MXFSF7YFlFst9iaHS_DVMrt3Qp0A-G4t-yHgR9sI0b7SYmAUWqvBGe-v5DBis2NqQkSC1oN_rWZ_RcrzTvIljMpIew6ZB9Bdmbb8-OV6VPwgC0aNBQCpNBxK3WXUShqMIH5YdZcxKOOlPzvu9IhsaNqMBgfM5ZRiF8Zl4J49YpEiVRqji41k34F0MJ4zT3OF71xQipvqTZF2r2fhKEhEbCS0YTPN4NoQFDtZweF8YgqduzEcLAcImE4LmK05qOjRIH5kkr6V4avvlHozpHmdNZ8zBclIPnR8atEQSCu_J06EZo4kIwnft4KpJzS-AuWA7BcTWileARAdlSLGp6nlj7Uidvg9pPr_PMkmmpsD0mOaHVmmYmceJzFVQ""}",http://place.map.kakao.com/9851414,4,209,true,,
,리틀쿠바,restaurant,,서울 서대문구 연세로11길 5,37.55886315,126.93646950,"{""mon"":"""",""tue"":"""",""wed"":"""",""thu"":"""",""fri"":"""",""sat"":"""",""sun"":""""}",,"{""/api/photo?ref=ATKogpcoGes9I72CWICLRgfkTOYUkQJaIpBy7jzULGSwvo4-5iM_VEivbVNBZbMuvF_ye_4ez8eT11jY8fwcU5t2aFhJpUAyRH2q5IBLV9vnfG2u-BBKG_V7tY44llQquykb06eZiBDtASyZagZq0rSvyXWsO7Q_GAeh8w93fpHyuizGTio422QPtPo4CaJ86GJ4lBbGIvOdJtUM6v-osVSToPkahXpGb7AwxcyRTZKFFr777cLBqhWxih-j4P1bLip4q9bC414FQHfc1SrvrNZkcZ9vDS8ibfg5CcGKlEV5roNISA"",""/api/photo?ref=ATKogpf9dmzdolsbKdR3MqbyLnXapA-ZDFcFrSdJceeEZ-7p1Fl4U5jqHagI0cf0ijgw6oGJsOP-S5vFFcwhShnfu8O-IgtfaEYhcVFT5UBXpp881Uk0fQVChup573AMEeIXx4SgdnwZKKdgl0pFezSpfy3Zzd50osgKAWSh3Cwrs3jtIV5v2Hjg0qugLlcaLeVkMr1gBdUAGHRY7rebDnoms18c_VJxjNiT8PruHPqmBwe5j1P1E9HMV4gsfZhWG3HwLmspZkxc4O7os4RLhmK0QVMvM5iTRKB0tt7mnHby_oO-lg"",""/api/photo?ref=ATKogpfshVVwhBcdxXCTZIx2z-qyfxzztSgRul7ouPjq6wMvGWSYq3GdRkG0uzozWvnZvydcbwCjSRJdUrp7puR9Bkp10d05oCmupolnVQBe6JDMn8BHAW5mFsfkGrodgsgsDj1B5wvwKq-nbZLYjtcGEvuxHY_di0RN01FoyJWrIwF-0e3rrBSHJ9Bl9tgJMOJN_jTArthH9-LYwPlAImZ7neyUDO3LH87rjX3LUUfwS7ZeSp3DMscKWRp_rN6cqa5Y_jFQHLpdVrjd_bTDxYPifyvHoom8lVAEPFZA_rXxWz9oAGd1UeJhymk8E7EEhUTUuQO3zXegl23eqSv51TeUFVC3BnnKcLwB0fpB3BgjODLsMF8FULWGcXBL2y0I6P9r2GpT0oTJ-axHS-yH2XxSfnlGdmQueWWw6MBjgEVn-j2l2n8""}",http://instagram.com/juvencuba,4.4,29,true,,
